"ags","wert"
"12060",1.95575504969542
"12061",2.13426464881645
"12062",1.7479674796748
"12063",1.55440414507772
"12064",2.31940082145446
"12065",1.76744186046512
"12066",1.41325536062378
"12067",2.03343098397381
"12068",1.72311348781937
"12069",1.92122958693564
"12070",1.19047619047619
"12071",2.04998595900028
"12072",2.08728652751423
"12073",0.813008130081301
"12051000",1.8275196829866
"12052000",1.9590056694287
"12053000",2.04016372473778
"12054000",2.09690475272713
"12060005",2.09836065573771
"12060012",0.884955752212389
"12060020",2.18052297802102
"12060024",2.1412471825695
"12060034",2.63157894736842
"12060036",0.970017636684303
"12060045",1.4827018121911
"12060052",1.69451856012732
"12060068",0.462962962962963
"12060092",2.8673835125448
"12060100",1.13074204946996
"12060128",2.29226361031519
"12060149",1.2987012987013
"12060154",2.2271714922049
"12060161",0.980392156862745
"12060172",1.2987012987013
"12060176",1.43329658213892
"12060181",1.99501246882793
"12060185",2.84552845528455
"12060192",1.23711340206186
"12060198",1.64426877470356
"12060250",1.4344262295082
"12060269",2.01813595145565
"12060280",2.37597414940125
"12060296",2.20264317180617
"12061005",0.746268656716418
"12061017",1.27931769722815
"12061020",2.05172045308827
"12061061",0.97323600973236
"12061097",0.993377483443709
"12061112",1.84885602033742
"12061164",2.11505922165821
"12061192",1.82481751824817
"12061216",1.640838650866
"12061217",1.97213290460879
"12061219",1.05587329520458
"12061224",1.70068027210884
"12061244",1.61725067385445
"12061260",2.06632535399659
"12061265",0
"12061308",1.0738255033557
"12061316",1.55623100303951
"12061320",1.34505949301604
"12061328",0.92378752886836
"12061329",0.828001505457283
"12061332",1.93708903500977
"12061344",1.83150183150183
"12061352",1.78861788617886
"12061405",1.24223602484472
"12061428",0.668896321070234
"12061433",2.60144386357979
"12061435",1.8450184501845
"12061444",1.74656261612783
"12061448",1.40845070422535
"12061450",0.765864332603939
"12061470",0.881057268722467
"12061471",0.858369098712446
"12061476",1.60965794768612
"12061492",1.68269230769231
"12061510",1.38888888888889
"12061540",1.96785831420138
"12061572",1.79449687624618
"12062024",1.58730158730159
"12062088",1.25195618153365
"12062092",1.6886249768046
"12062124",1.43157894736842
"12062128",1.65051087241289
"12062134",1.25944584382872
"12062140",1.60450093769535
"12062177",2.06378986866792
"12062196",0.942126514131898
"12062208",0.686106346483705
"12062219",2.66272189349112
"12062224",1.97391610856539
"12062232",0.434153400868307
"12062237",0.56980056980057
"12062240",0.746965452847806
"12062282",1.25260960334029
"12062289",1.38888888888889
"12062293",1.3986013986014
"12062333",2.02464788732394
"12062336",1.02669404517454
"12062341",1.17056856187291
"12062372",1.58013544018059
"12062410",1.30869899923018
"12062417",2.46433203631647
"12062425",1.88916876574307
"12062440",1.18110236220472
"12062445",1.66389351081531
"12062453",1.81582360570687
"12062461",1.56962025316456
"12062464",0.354609929078014
"12062469",1.27418593676262
"12062492",2.93255131964809
"12062500",1.29070108536228
"12063036",2.11306256860593
"12063056",2.00130165961601
"12063080",2.10680858873188
"12063088",1.02420856610801
"12063094",1.01010101010101
"12063112",1.58102766798419
"12063134",1.50214592274678
"12063142",1.52671755725191
"12063148",1.56914893617021
"12063161",0
"12063165",0.328947368421053
"12063186",1.48760330578512
"12063189",1.15696104897802
"12063202",1.88679245283019
"12063208",1.59873902274263
"12063212",0.978260869565218
"12063228",1.17252931323283
"12063240",3.15457413249211
"12063244",1.11731843575419
"12063252",1.54209400132812
"12063256",0.833333333333333
"12063260",0.906344410876133
"12063273",1.94608390492902
"12063274",0.480769230769231
"12063293",1.39165009940358
"12063357",1.9906976744186
"12064009",1.74129353233831
"12064029",2.15126050420168
"12064044",1.18832731648616
"12064053",1.17994100294985
"12064057",2.33644859813084
"12064061",2.38095238095238
"12064084",1.33928571428571
"12064125",1.4367816091954
"12064128",3.39943342776204
"12064130",1.90114068441065
"12064136",2.22197409557838
"12064153",3.39622641509434
"12064172",1.28865979381443
"12064190",1.82119205298013
"12064205",1.82370820668693
"12064222",1.59680638722555
"12064227",1.82484863989085
"12064266",1.44189991518236
"12064268",1.71394799054374
"12064274",1.22324159021407
"12064288",3.15789473684211
"12064290",2.18281036834925
"12064303",1.92926045016077
"12064317",1.91570881226054
"12064336",2.01308505284348
"12064340",0.707338638373121
"12064349",1.96078431372549
"12064365",1.61725067385445
"12064370",1.72872340425532
"12064371",1.19760479041916
"12064380",1.95920016158352
"12064388",2.93398533007335
"12064393",2.68199233716475
"12064408",2.29508196721311
"12064417",0.684931506849315
"12064420",2.0979020979021
"12064428",2.31454005934718
"12064448",1.98698184309695
"12064472",2.18838573594358
"12064480",0.458715596330275
"12064482",2.05920205920206
"12064484",0.97323600973236
"12064512",1.31481022078889
"12064538",2.20125786163522
"12064539",1.69753086419753
"12065036",1.89564564564565
"12065084",1.58091405576315
"12065096",1.52077151335312
"12065100",1.75585284280936
"12065117",2.16867469879518
"12065136",2.32526423457211
"12065144",1.84567754227197
"12065165",2.46238030095759
"12065180",2.64359528959385
"12065193",2.06143896523848
"12065198",1.48073022312373
"12065225",2.13645067016023
"12065251",1.75121612230716
"12065256",2.20162224797219
"12065276",3.04568527918782
"12065301",2.61282660332542
"12065310",1.28205128205128
"12065332",2.65344802449337
"12065356",1.48014939825702
"12066008",1.22377622377622
"12066041",1.23456790123457
"12066052",1.66735282009057
"12066064",1.0126582278481
"12066104",1.82119205298013
"12066112",1.64427511529978
"12066116",1.21580547112462
"12066120",1.38888888888889
"12066124",1.14942528735632
"12066132",0.914076782449726
"12066168",2.25563909774436
"12066176",1.79372197309417
"12066188",0.464037122969838
"12066196",1.06295993458708
"12066202",1.2448132780083
"12066226",2.16216216216216
"12066228",1.10497237569061
"12066240",1.13314447592068
"12066272",1.45903479236813
"12066285",1.80311890838207
"12066292",1.88235294117647
"12066296",1.50932228469962
"12066304",1.54789927954918
"12066316",0.696055684454756
"12066320",1.2853470437018
"12067024",1.02564102564103
"12067036",1.62071142917281
"12067040",2.14007782101167
"12067072",1.76600441501104
"12067076",2.66781411359725
"12067112",1.2987012987013
"12067120",1.75934430862715
"12067124",2.07744488411532
"12067137",1.26839167935058
"12067144",1.80894560773138
"12067173",2.59308510638298
"12067180",2.56124721603563
"12067201",1.59377316530764
"12067205",2.5
"12067237",1.70394036208733
"12067288",1.48305084745763
"12067292",1.42857142857143
"12067324",0.936329588014981
"12067336",1.8760907504363
"12067338",1.25
"12067357",1.14638447971781
"12067397",1.8450184501845
"12067408",1.93236714975845
"12067413",2.07156308851224
"12067426",1.66919575113809
"12067438",0.841908325537886
"12067440",1.62905756003379
"12067458",1.89944134078212
"12067469",2.07961972667855
"12067473",2.10808738980452
"12067481",1.80229382850901
"12067493",1.64765525982256
"12067508",0.696055684454756
"12067520",0.795755968169761
"12067528",2.63522884882108
"12067544",1.72445089852968
"12067552",2.12264150943396
"12068052",0.892857142857143
"12068072",0.597014925373134
"12068109",1.77514792899408
"12068117",1.46421942668591
"12068181",1.30568356374808
"12068188",0.62111801242236
"12068264",1.1949069539667
"12068280",1.15190784737221
"12068306",1.07197549770291
"12068320",1.22778297474275
"12068324",1.20805369127517
"12068353",1.30425922152028
"12068372",2.32558139534884
"12068409",1.81268882175227
"12068413",0.3584229390681
"12068417",0.914634146341463
"12068425",0.77720207253886
"12068426",1.09140518417462
"12068437",1.34529147982063
"12068452",0.543478260869565
"12068468",1.53728878160335
"12068477",1.28550074738416
"12068501",2.44988864142539
"12069017",1.79177412786752
"12069018",2.23880597014925
"12069019",2
"12069020",1.37028962939894
"12069028",1.65016501650165
"12069052",1.23839009287926
"12069056",2.6431718061674
"12069076",1.41104294478528
"12069089",0.917431192660551
"12069216",0.62111801242236
"12069224",0.985221674876847
"12069232",1.6304347826087
"12069249",1.68946098149638
"12069270",1.59118727050184
"12069304",0.904779277635899
"12069306",1.98837565004589
"12069345",0.614754098360656
"12069397",1.98511166253102
"12069402",0.399201596806387
"12069448",0.919540229885057
"12069454",1.79786200194363
"12069460",1.30293159609121
"12069470",1.56794425087108
"12069474",1.79856115107914
"12069485",0.470588235294118
"12069537",2.49480249480249
"12069541",2.66666666666667
"12069590",1.81714122192016
"12069596",1.80611868779948
"12069604",1.76579925650558
"12069616",1.68927732846334
"12069632",1.49221453287197
"12069648",2.24719101123596
"12069656",1.75113440276091
"12069665",1.60183066361556
"12069680",0.248138957816377
"12069688",1.657824933687
"12069696",1.57790927021696
"12070008",1.33667502088555
"12070028",0.465116279069767
"12070052",1.44927536231884
"12070060",1.11856823266219
"12070096",1.29310344827586
"12070125",1.0412147505423
"12070145",0.763358778625954
"12070149",1.61366872330327
"12070153",1.18110236220472
"12070173",0.812324929971989
"12070222",1.59574468085106
"12070236",0
"12070241",1.13960113960114
"12070244",1.27659574468085
"12070246",0.392156862745098
"12070266",1.31926121372032
"12070280",0.842992623814542
"12070296",0.933625091174325
"12070300",0.421940928270042
"12070302",0.806045340050378
"12070316",0.994360344315821
"12070325",0.767459708365311
"12070348",0.746268656716418
"12070393",0
"12070416",1.21317157712305
"12070424",0.930767621836436
"12071028",1.95121951219512
"12071032",1.48715637674628
"12071041",1.60427807486631
"12071044",1.37149672033393
"12071052",0.680272108843537
"12071057",2.3448670288819
"12071060",0.314465408805031
"12071074",1.41342756183746
"12071076",1.7697431018078
"12071153",2.76134122287968
"12071160",1.65881630145402
"12071164",0.967741935483871
"12071176",0.917431192660551
"12071189",1.22448979591837
"12071193",2.23214285714286
"12071244",1.89299123904881
"12071294",1.96531791907514
"12071301",1.77414812728809
"12071304",1.93032015065913
"12071337",1.68239638900287
"12071341",1.47368421052632
"12071372",1.65734265734266
"12071384",2.05128205128205
"12071386",1.35746606334842
"12071392",3.03490136570561
"12071401",1.42857142857143
"12071408",1.80265654648956
"12071412",1.25391849529781
"12071414",2.06451612903226
"12072002",1.63973384030418
"12072014",1.31160572337043
"12072017",2.78228471846644
"12072053",1.62364696086594
"12072055",3.48432055749129
"12072120",2.20058422590068
"12072157",1.78571428571429
"12072169",1.83171150543789
"12072232",1.6580592552324
"12072240",1.75099958637805
"12072297",1.48809523809524
"12072298",1.63515585079203
