"ags","wert"
"12072312",1.88769414575866
"12072340",1.57111356119074
"12072426",1.68989547038328
"12072477",2.19418024296073
"12073008",0.933881210310048
"12073032",0.557103064066852
"12073069",0.630914826498423
"12073085",0.617283950617284
"12073093",1.3745704467354
"12073097",2.03836930455636
"12073157",0.699300699300699
"12073189",0.383141762452107
"12073201",0.803212851405622
"12073216",0.735294117647059
"12073225",0.932642487046632
"12073261",1.38067061143984
"12073309",0.882352941176471
"12073384",1.12302194997448
"12073386",1.3671875
"12073393",0
"12073396",0.943396226415094
"12073404",1.19047619047619
"12073429",1.27579737335835
"12073430",0.911161731207289
"12073440",1.51515151515152
"12073452",0.958810292534977
"12073458",0.421052631578947
"12073490",1.79640718562874
"12073505",2.06896551724138
"12073520",1.90839694656489
"12073532",1.15721800116891
"12073565",0
"12073569",1.10294117647059
"12073572",1.11311353758083
"12073578",1.17416829745597
"12073579",0.491400491400491
"12073603",0.516795865633075
"12073645",1.3986013986014
